,Year,CO,NO2,Ozone,SO2,Lead,PM10,PM2_5,State,Cancer,Gender,Larynx,Lung,Nasal,Race,Trachea
37,2000.0,2.9000000000000004,13.5,0.0940526315789474,3.333333333333333,0.0,27.8,17.76923076923077,GA,Lung,Male,0.0,57.0,0.0,Black or African American,0.0
38,2000.0,2.9000000000000004,13.5,0.0940526315789474,3.333333333333333,0.0,27.8,17.76923076923077,GA,Lung,Female,0.0,28.4,0.0,Black or African American,0.0
39,2000.0,2.9000000000000004,13.5,0.0940526315789474,3.333333333333333,0.0,27.8,17.76923076923077,GA,Lung,Male,0.0,91.4,0.0,White,0.0
40,2000.0,2.9000000000000004,13.5,0.0940526315789474,3.333333333333333,0.0,27.8,17.76923076923077,GA,Lung,Female,0.0,59.8,0.0,White,0.0
41,2000.0,2.9000000000000004,13.5,0.0940526315789474,3.333333333333333,0.0,27.8,17.76923076923077,GA,Larynx,Female,1.4,0.0,0.0,White,0.0
42,2000.0,2.9000000000000004,13.5,0.0940526315789474,3.333333333333333,0.0,27.8,17.76923076923077,GA,Lung,Female,0.0,28.4,0.0,Black or African American,0.0
43,2000.0,2.9000000000000004,13.5,0.0940526315789474,3.333333333333333,0.0,27.8,17.76923076923077,GA,Larynx,Male,7.6,0.0,0.0,White,0.0
44,2000.0,2.9000000000000004,13.5,0.0940526315789474,3.333333333333333,0.0,27.8,17.76923076923077,GA,Larynx,Male,7.9,0.0,0.0,Black or African American,0.0
45,2001.0,3.55,13.0,0.08233333333333333,2.8,0.0,22.5,16.284615384615385,GA,Nasal,Male,0.0,0.0,0.9,White,0.0
46,2001.0,3.55,13.0,0.08233333333333333,2.8,0.0,22.5,16.284615384615385,GA,Lung,Male,0.0,62.1,0.0,Black or African American,0.0
47,2001.0,3.55,13.0,0.08233333333333333,2.8,0.0,22.5,16.284615384615385,GA,Lung,Female,0.0,27.7,0.0,Black or African American,0.0
48,2001.0,3.55,13.0,0.08233333333333333,2.8,0.0,22.5,16.284615384615385,GA,Lung,Male,0.0,88.7,0.0,White,0.0
49,2001.0,3.55,13.0,0.08233333333333333,2.8,0.0,22.5,16.284615384615385,GA,Lung,Female,0.0,61.5,0.0,White,0.0
50,2001.0,3.55,13.0,0.08233333333333333,2.8,0.0,22.5,16.284615384615385,GA,Larynx,Female,1.5,0.0,0.0,White,0.0
51,2001.0,3.55,13.0,0.08233333333333333,2.8,0.0,22.5,16.284615384615385,GA,Lung,Female,0.0,27.7,0.0,Black or African American,0.0
52,2001.0,3.55,13.0,0.08233333333333333,2.8,0.0,22.5,16.284615384615385,GA,Larynx,Male,8.5,0.0,0.0,White,0.0
53,2001.0,3.55,13.0,0.08233333333333333,2.8,0.0,22.5,16.284615384615385,GA,Larynx,Male,7.7,0.0,0.0,Black or African American,0.0
54,2002.0,2.1666666666666665,11.5,0.08994736842105262,2.5,0.0,19.875,14.222222222222221,GA,Nasal,Male,0.0,0.0,1.0,White,0.0
55,2002.0,2.1666666666666665,11.5,0.08994736842105262,2.5,0.0,19.875,14.222222222222221,GA,Lung,Male,0.0,57.0,0.0,Black or African American,0.0
56,2002.0,2.1666666666666665,11.5,0.08994736842105262,2.5,0.0,19.875,14.222222222222221,GA,Lung,Female,0.0,29.0,0.0,Black or African American,0.0
57,2002.0,2.1666666666666665,11.5,0.08994736842105262,2.5,0.0,19.875,14.222222222222221,GA,Lung,Male,0.0,91.4,0.0,White,0.0
58,2002.0,2.1666666666666665,11.5,0.08994736842105262,2.5,0.0,19.875,14.222222222222221,GA,Lung,Female,0.0,62.7,0.0,White,0.0
59,2002.0,2.1666666666666665,11.5,0.08994736842105262,2.5,0.0,19.875,14.222222222222221,GA,Larynx,Female,2.1,0.0,0.0,White,0.0
60,2002.0,2.1666666666666665,11.5,0.08994736842105262,2.5,0.0,19.875,14.222222222222221,GA,Lung,Female,0.0,29.0,0.0,Black or African American,0.0
61,2002.0,2.1666666666666665,11.5,0.08994736842105262,2.5,0.0,19.875,14.222222222222221,GA,Larynx,Male,7.2,0.0,0.0,White,0.0
62,2002.0,2.1666666666666665,11.5,0.08994736842105262,2.5,0.0,19.875,14.222222222222221,GA,Larynx,Male,6.1,0.0,0.0,Black or African American,0.0
63,2003.0,1.9666666666666663,10.75,0.07905263157894737,2.6,0.0,23.90909090909091,14.876470588235295,GA,Nasal,Male,0.0,0.0,1.1,White,0.0
64,2003.0,1.9666666666666663,10.75,0.07905263157894737,2.6,0.0,23.90909090909091,14.876470588235295,GA,Lung,Male,0.0,58.0,0.0,Black or African American,0.0
65,2003.0,1.9666666666666663,10.75,0.07905263157894737,2.6,0.0,23.90909090909091,14.876470588235295,GA,Lung,Female,0.0,31.1,0.0,Black or African American,0.0
66,2003.0,1.9666666666666663,10.75,0.07905263157894737,2.6,0.0,23.90909090909091,14.876470588235295,GA,Lung,Male,0.0,89.2,0.0,White,0.0
67,2003.0,1.9666666666666663,10.75,0.07905263157894737,2.6,0.0,23.90909090909091,14.876470588235295,GA,Lung,Female,0.0,62.3,0.0,White,0.0
68,2003.0,1.9666666666666663,10.75,0.07905263157894737,2.6,0.0,23.90909090909091,14.876470588235295,GA,Larynx,Female,2.1,0.0,0.0,White,0.0
69,2003.0,1.9666666666666663,10.75,0.07905263157894737,2.6,0.0,23.90909090909091,14.876470588235295,GA,Lung,Female,0.0,31.1,0.0,Black or African American,0.0
70,2003.0,1.9666666666666663,10.75,0.07905263157894737,2.6,0.0,23.90909090909091,14.876470588235295,GA,Larynx,Male,7.1,0.0,0.0,White,0.0
71,2003.0,1.9666666666666663,10.75,0.07905263157894737,2.6,0.0,23.90909090909091,14.876470588235295,GA,Larynx,Male,7.6,0.0,0.0,Black or African American,0.0
72,2004.0,1.8666666666666665,10.5,0.0787,2.8,0.0,23.75,15.152631578947368,GA,Nasal,Male,0.0,0.0,0.7,White,0.0
73,2004.0,1.8666666666666665,10.5,0.0787,2.8,0.0,23.75,15.152631578947368,GA,Lung,Male,0.0,57.2,0.0,Black or African American,0.0
74,2004.0,1.8666666666666665,10.5,0.0787,2.8,0.0,23.75,15.152631578947368,GA,Lung,Female,0.0,29.4,0.0,Black or African American,0.0
75,2004.0,1.8666666666666665,10.5,0.0787,2.8,0.0,23.75,15.152631578947368,GA,Lung,Male,0.0,86.5,0.0,White,0.0
76,2004.0,1.8666666666666665,10.5,0.0787,2.8,0.0,23.75,15.152631578947368,GA,Lung,Female,0.0,62.0,0.0,White,0.0
77,2004.0,1.8666666666666665,10.5,0.0787,2.8,0.0,23.75,15.152631578947368,GA,Larynx,Female,1.9,0.0,0.0,White,0.0
78,2004.0,1.8666666666666665,10.5,0.0787,2.8,0.0,23.75,15.152631578947368,GA,Lung,Female,0.0,29.4,0.0,Black or African American,0.0
79,2004.0,1.8666666666666665,10.5,0.0787,2.8,0.0,23.75,15.152631578947368,GA,Larynx,Male,7.2,0.0,0.0,White,0.0
80,2004.0,1.8666666666666665,10.5,0.0787,2.8,0.0,23.75,15.152631578947368,GA,Larynx,Male,6.9,0.0,0.0,Black or African American,0.0
81,2005.0,1.633333333333333,10.25,0.08052380952380953,3.0,0.0,23.45454545454545,15.455555555555556,GA,Nasal,Male,0.0,0.0,0.9,White,0.0
82,2005.0,1.633333333333333,10.25,0.08052380952380953,3.0,0.0,23.45454545454545,15.455555555555556,GA,Lung,Male,0.0,53.7,0.0,Black or African American,0.0
83,2005.0,1.633333333333333,10.25,0.08052380952380953,3.0,0.0,23.45454545454545,15.455555555555556,GA,Lung,Female,0.0,31.8,0.0,Black or African American,0.0
84,2005.0,1.633333333333333,10.25,0.08052380952380953,3.0,0.0,23.45454545454545,15.455555555555556,GA,Lung,Male,0.0,86.8,0.0,White,0.0
85,2005.0,1.633333333333333,10.25,0.08052380952380953,3.0,0.0,23.45454545454545,15.455555555555556,GA,Lung,Female,0.0,64.7,0.0,White,0.0
86,2005.0,1.633333333333333,10.25,0.08052380952380953,3.0,0.0,23.45454545454545,15.455555555555556,GA,Larynx,Female,2.3,0.0,0.0,White,0.0
87,2005.0,1.633333333333333,10.25,0.08052380952380953,3.0,0.0,23.45454545454545,15.455555555555556,GA,Lung,Female,0.0,31.8,0.0,Black or African American,0.0
88,2005.0,1.633333333333333,10.25,0.08052380952380953,3.0,0.0,23.45454545454545,15.455555555555556,GA,Larynx,Male,8.7,0.0,0.0,White,0.0
89,2005.0,1.633333333333333,10.25,0.08052380952380953,3.0,0.0,23.45454545454545,15.455555555555556,GA,Larynx,Male,6.6,0.0,0.0,Black or African American,0.0
90,2006.0,1.6,10.5,0.08447619047619047,2.8,0.0,24.33333333333333,15.226315789473688,GA,Nasal,Male,0.0,0.0,0.9,White,0.0
91,2006.0,1.6,10.5,0.08447619047619047,2.8,0.0,24.33333333333333,15.226315789473688,GA,Lung,Male,0.0,53.7,0.0,Black or African American,0.0
92,2006.0,1.6,10.5,0.08447619047619047,2.8,0.0,24.33333333333333,15.226315789473688,GA,Lung,Female,0.0,30.6,0.0,Black or African American,0.0
93,2006.0,1.6,10.5,0.08447619047619047,2.8,0.0,24.33333333333333,15.226315789473688,GA,Lung,Male,0.0,88.5,0.0,White,0.0
94,2006.0,1.6,10.5,0.08447619047619047,2.8,0.0,24.33333333333333,15.226315789473688,GA,Lung,Female,0.0,66.4,0.0,White,0.0
95,2006.0,1.6,10.5,0.08447619047619047,2.8,0.0,24.33333333333333,15.226315789473688,GA,Larynx,Female,1.8,0.0,0.0,White,0.0
96,2006.0,1.6,10.5,0.08447619047619047,2.8,0.0,24.33333333333333,15.226315789473688,GA,Lung,Female,0.0,30.6,0.0,Black or African American,0.0
97,2006.0,1.6,10.5,0.08447619047619047,2.8,0.0,24.33333333333333,15.226315789473688,GA,Larynx,Male,7.2,0.0,0.0,White,0.0
98,2006.0,1.6,10.5,0.08447619047619047,2.8,0.0,24.33333333333333,15.226315789473688,GA,Larynx,Male,8.9,0.0,0.0,Black or African American,0.0
99,2007.0,1.4333333333333331,10.0,0.0844761904761905,2.6,0.0,28.0,15.273333333333332,GA,Nasal,Male,0.0,0.0,0.9,White,0.0
100,2007.0,1.4333333333333331,10.0,0.0844761904761905,2.6,0.0,28.0,15.273333333333332,GA,Lung,Male,0.0,55.9,0.0,Black or African American,0.0
101,2007.0,1.4333333333333331,10.0,0.0844761904761905,2.6,0.0,28.0,15.273333333333332,GA,Lung,Female,0.0,33.0,0.0,Black or African American,0.0
102,2007.0,1.4333333333333331,10.0,0.0844761904761905,2.6,0.0,28.0,15.273333333333332,GA,Lung,Male,0.0,88.0,0.0,White,0.0
103,2007.0,1.4333333333333331,10.0,0.0844761904761905,2.6,0.0,28.0,15.273333333333332,GA,Lung,Female,0.0,70.3,0.0,White,0.0
104,2007.0,1.4333333333333331,10.0,0.0844761904761905,2.6,0.0,28.0,15.273333333333332,GA,Larynx,Female,1.5,0.0,0.0,White,0.0
105,2007.0,1.4333333333333331,10.0,0.0844761904761905,2.6,0.0,28.0,15.273333333333332,GA,Lung,Female,0.0,33.0,0.0,Black or African American,0.0
106,2007.0,1.4333333333333331,10.0,0.0844761904761905,2.6,0.0,28.0,15.273333333333332,GA,Larynx,Male,7.9,0.0,0.0,White,0.0
107,2007.0,1.4333333333333331,10.0,0.0844761904761905,2.6,0.0,28.0,15.273333333333332,GA,Larynx,Male,6.0,0.0,0.0,Black or African American,0.0
108,2008.0,1.1666666666666667,9.0,0.07638095238095237,2.25,0.0,22.222222222222207,12.875000000000002,GA,Nasal,Male,0.0,0.0,1.2,White,0.0
109,2008.0,1.1666666666666667,9.0,0.07638095238095237,2.25,0.0,22.222222222222207,12.875000000000002,GA,Lung,Male,0.0,56.8,0.0,Black or African American,0.0
110,2008.0,1.1666666666666667,9.0,0.07638095238095237,2.25,0.0,22.222222222222207,12.875000000000002,GA,Lung,Female,0.0,32.6,0.0,Black or African American,0.0
111,2008.0,1.1666666666666667,9.0,0.07638095238095237,2.25,0.0,22.222222222222207,12.875000000000002,GA,Lung,Male,0.0,86.8,0.0,White,0.0
112,2008.0,1.1666666666666667,9.0,0.07638095238095237,2.25,0.0,22.222222222222207,12.875000000000002,GA,Lung,Female,0.0,71.6,0.0,White,0.0
113,2008.0,1.1666666666666667,9.0,0.07638095238095237,2.25,0.0,22.222222222222207,12.875000000000002,GA,Larynx,Female,1.7,0.0,0.0,White,0.0
114,2008.0,1.1666666666666667,9.0,0.07638095238095237,2.25,0.0,22.222222222222207,12.875000000000002,GA,Lung,Female,0.0,32.6,0.0,Black or African American,0.0
115,2008.0,1.1666666666666667,9.0,0.07638095238095237,2.25,0.0,22.222222222222207,12.875000000000002,GA,Larynx,Male,7.7,0.0,0.0,White,0.0
116,2008.0,1.1666666666666667,9.0,0.07638095238095237,2.25,0.0,22.222222222222207,12.875000000000002,GA,Larynx,Male,6.6,0.0,0.0,Black or African American,0.0
117,2009.0,1.0,5.666666666666668,0.0681,1.6,0.0,22.625,11.25294117647059,GA,Nasal,Male,0.0,0.0,1.1,White,0.0
118,2009.0,1.0,5.666666666666668,0.0681,1.6,0.0,22.625,11.25294117647059,GA,Lung,Male,0.0,54.0,0.0,Black or African American,0.0
119,2009.0,1.0,5.666666666666668,0.0681,1.6,0.0,22.625,11.25294117647059,GA,Lung,Female,0.0,33.1,0.0,Black or African American,0.0
120,2009.0,1.0,5.666666666666668,0.0681,1.6,0.0,22.625,11.25294117647059,GA,Lung,Male,0.0,89.7,0.0,White,0.0
121,2009.0,1.0,5.666666666666668,0.0681,1.6,0.0,22.625,11.25294117647059,GA,Lung,Female,0.0,70.2,0.0,White,0.0
122,2009.0,1.0,5.666666666666668,0.0681,1.6,0.0,22.625,11.25294117647059,GA,Larynx,Female,1.4,0.0,0.0,White,0.0
123,2009.0,1.0,5.666666666666668,0.0681,1.6,0.0,22.625,11.25294117647059,GA,Lung,Female,0.0,33.1,0.0,Black or African American,0.0
124,2009.0,1.0,5.666666666666668,0.0681,1.6,0.0,22.625,11.25294117647059,GA,Larynx,Male,8.6,0.0,0.0,White,0.0
125,2009.0,1.0,5.666666666666668,0.0681,1.6,0.0,22.625,11.25294117647059,GA,Larynx,Male,6.7,0.0,0.0,Black or African American,0.0
126,2010.0,1.2333333333333334,7.0,0.07175000000000001,1.6666666666666667,0.045000000000000005,19.818181818181817,12.553333333333333,GA,Nasal,Male,0.0,0.0,1.1,White,0.0
127,2010.0,1.2333333333333334,7.0,0.07175000000000001,1.6666666666666667,0.045000000000000005,19.818181818181817,12.553333333333333,GA,Lung,Male,0.0,53.5,0.0,Black or African American,0.0
128,2010.0,1.2333333333333334,7.0,0.07175000000000001,1.6666666666666667,0.045000000000000005,19.818181818181817,12.553333333333333,GA,Lung,Female,0.0,34.3,0.0,Black or African American,0.0
129,2010.0,1.2333333333333334,7.0,0.07175000000000001,1.6666666666666667,0.045000000000000005,19.818181818181817,12.553333333333333,GA,Lung,Male,0.0,83.4,0.0,White,0.0
130,2010.0,1.2333333333333334,7.0,0.07175000000000001,1.6666666666666667,0.045000000000000005,19.818181818181817,12.553333333333333,GA,Lung,Female,0.0,66.6,0.0,White,0.0
131,2010.0,1.2333333333333334,7.0,0.07175000000000001,1.6666666666666667,0.045000000000000005,19.818181818181817,12.553333333333333,GA,Larynx,Female,2.2,0.0,0.0,White,0.0
132,2010.0,1.2333333333333334,7.0,0.07175000000000001,1.6666666666666667,0.045000000000000005,19.818181818181817,12.553333333333333,GA,Lung,Female,0.0,34.3,0.0,Black or African American,0.0
133,2010.0,1.2333333333333334,7.0,0.07175000000000001,1.6666666666666667,0.045000000000000005,19.818181818181817,12.553333333333333,GA,Larynx,Male,8.6,0.0,0.0,White,0.0
134,2010.0,1.2333333333333334,7.0,0.07175000000000001,1.6666666666666667,0.045000000000000005,19.818181818181817,12.553333333333333,GA,Larynx,Male,5.7,0.0,0.0,Black or African American,0.0
135,2011.0,1.1,6.666666666666668,0.07404761904761904,1.5714285714285714,0.03,18.7,12.5,GA,Nasal,Male,0.0,0.0,1.1,White,0.0
136,2011.0,1.1,6.666666666666668,0.07404761904761904,1.5714285714285714,0.03,18.7,12.5,GA,Lung,Male,0.0,54.6,0.0,Black or African American,0.0
137,2011.0,1.1,6.666666666666668,0.07404761904761904,1.5714285714285714,0.03,18.7,12.5,GA,Lung,Female,0.0,32.2,0.0,Black or African American,0.0
138,2011.0,1.1,6.666666666666668,0.07404761904761904,1.5714285714285714,0.03,18.7,12.5,GA,Lung,Male,0.0,86.1,0.0,White,0.0
139,2011.0,1.1,6.666666666666668,0.07404761904761904,1.5714285714285714,0.03,18.7,12.5,GA,Lung,Female,0.0,70.1,0.0,White,0.0
140,2011.0,1.1,6.666666666666668,0.07404761904761904,1.5714285714285714,0.03,18.7,12.5,GA,Larynx,Female,1.9,0.0,0.0,White,0.0
141,2011.0,1.1,6.666666666666668,0.07404761904761904,1.5714285714285714,0.03,18.7,12.5,GA,Lung,Female,0.0,32.2,0.0,Black or African American,0.0
142,2011.0,1.1,6.666666666666668,0.07404761904761904,1.5714285714285714,0.03,18.7,12.5,GA,Larynx,Male,7.4,0.0,0.0,White,0.0
143,2011.0,1.1,6.666666666666668,0.07404761904761904,1.5714285714285714,0.03,18.7,12.5,GA,Larynx,Male,6.2,0.0,0.0,Black or African American,0.0
144,2012.0,1.0333333333333334,6.333333333333332,0.07223809523809524,1.2857142857142858,0.06666666666666668,17.0,10.4375,GA,Nasal,Male,0.0,0.0,1.6,White,0.0
145,2012.0,1.0333333333333334,6.333333333333332,0.07223809523809524,1.2857142857142858,0.06666666666666668,17.0,10.4375,GA,Lung,Male,0.0,56.9,0.0,Black or African American,0.0
146,2012.0,1.0333333333333334,6.333333333333332,0.07223809523809524,1.2857142857142858,0.06666666666666668,17.0,10.4375,GA,Lung,Female,0.0,37.6,0.0,Black or African American,0.0
147,2012.0,1.0333333333333334,6.333333333333332,0.07223809523809524,1.2857142857142858,0.06666666666666668,17.0,10.4375,GA,Lung,Male,0.0,90.4,0.0,White,0.0
148,2012.0,1.0333333333333334,6.333333333333332,0.07223809523809524,1.2857142857142858,0.06666666666666668,17.0,10.4375,GA,Lung,Female,0.0,71.9,0.0,White,0.0
149,2012.0,1.0333333333333334,6.333333333333332,0.07223809523809524,1.2857142857142858,0.06666666666666668,17.0,10.4375,GA,Larynx,Female,2.1,0.0,0.0,White,0.0
150,2012.0,1.0333333333333334,6.333333333333332,0.07223809523809524,1.2857142857142858,0.06666666666666668,17.0,10.4375,GA,Lung,Female,0.0,37.6,0.0,Black or African American,0.0
151,2012.0,1.0333333333333334,6.333333333333332,0.07223809523809524,1.2857142857142858,0.06666666666666668,17.0,10.4375,GA,Larynx,Male,7.1,0.0,0.0,White,0.0
152,2012.0,1.0333333333333334,6.333333333333332,0.07223809523809524,1.2857142857142858,0.06666666666666668,17.0,10.4375,GA,Larynx,Male,6.8,0.0,0.0,Black or African American,0.0
153,2013.0,1.0,5.333333333333333,0.06276190476190477,1.3333333333333333,0.043333333333333335,16.0,9.47777777777778,GA,Nasal,Male,0.0,0.0,1.3,White,0.0
154,2013.0,1.0,5.333333333333333,0.06276190476190477,1.3333333333333333,0.043333333333333335,16.0,9.47777777777778,GA,Lung,Male,0.0,51.8,0.0,Black or African American,0.0
155,2013.0,1.0,5.333333333333333,0.06276190476190477,1.3333333333333333,0.043333333333333335,16.0,9.47777777777778,GA,Lung,Female,0.0,34.0,0.0,Black or African American,0.0
156,2013.0,1.0,5.333333333333333,0.06276190476190477,1.3333333333333333,0.043333333333333335,16.0,9.47777777777778,GA,Lung,Male,0.0,90.0,0.0,White,0.0
157,2013.0,1.0,5.333333333333333,0.06276190476190477,1.3333333333333333,0.043333333333333335,16.0,9.47777777777778,GA,Lung,Female,0.0,70.4,0.0,White,0.0
158,2013.0,1.0,5.333333333333333,0.06276190476190477,1.3333333333333333,0.043333333333333335,16.0,9.47777777777778,GA,Larynx,Female,1.3,0.0,0.0,White,0.0
159,2013.0,1.0,5.333333333333333,0.06276190476190477,1.3333333333333333,0.043333333333333335,16.0,9.47777777777778,GA,Lung,Female,0.0,34.0,0.0,Black or African American,0.0
160,2013.0,1.0,5.333333333333333,0.06276190476190477,1.3333333333333333,0.043333333333333335,16.0,9.47777777777778,GA,Larynx,Male,7.2,0.0,0.0,White,0.0
161,2013.0,1.0,5.333333333333333,0.06276190476190477,1.3333333333333333,0.043333333333333335,16.0,9.47777777777778,GA,Larynx,Male,7.4,0.0,0.0,Black or African American,0.0
162,2014.0,1.2,6.0,0.06499999999999997,1.3333333333333333,0.0,17.0,10.153333333333334,GA,Nasal,Male,0.0,0.0,1.3,White,0.0
163,2014.0,1.2,6.0,0.06499999999999997,1.3333333333333333,0.0,17.0,10.153333333333334,GA,Lung,Male,0.0,59.7,0.0,Black or African American,0.0
164,2014.0,1.2,6.0,0.06499999999999997,1.3333333333333333,0.0,17.0,10.153333333333334,GA,Lung,Female,0.0,34.6,0.0,Black or African American,0.0
165,2014.0,1.2,6.0,0.06499999999999997,1.3333333333333333,0.0,17.0,10.153333333333334,GA,Lung,Male,0.0,89.0,0.0,White,0.0
166,2014.0,1.2,6.0,0.06499999999999997,1.3333333333333333,0.0,17.0,10.153333333333334,GA,Lung,Female,0.0,71.2,0.0,White,0.0
167,2014.0,1.2,6.0,0.06499999999999997,1.3333333333333333,0.0,17.0,10.153333333333334,GA,Larynx,Female,1.8,0.0,0.0,White,0.0
168,2014.0,1.2,6.0,0.06499999999999997,1.3333333333333333,0.0,17.0,10.153333333333334,GA,Lung,Female,0.0,34.6,0.0,Black or African American,0.0
169,2014.0,1.2,6.0,0.06499999999999997,1.3333333333333333,0.0,17.0,10.153333333333334,GA,Larynx,Male,6.3,0.0,0.0,White,0.0
170,2014.0,1.2,6.0,0.06499999999999997,1.3333333333333333,0.0,17.0,10.153333333333334,GA,Larynx,Male,7.2,0.0,0.0,Black or African American,0.0
171,2015.0,1.3333333333333333,10.25,0.06452380952380952,1.1666666666666667,0.025,16.5,9.025,GA,Nasal,Male,0.0,0.0,0.9,White,0.0
172,2015.0,1.3333333333333333,10.25,0.06452380952380952,1.1666666666666667,0.025,16.5,9.025,GA,Lung,Male,0.0,55.0,0.0,Black or African American,0.0
173,2015.0,1.3333333333333333,10.25,0.06452380952380952,1.1666666666666667,0.025,16.5,9.025,GA,Lung,Female,0.0,34.6,0.0,Black or African American,0.0
174,2015.0,1.3333333333333333,10.25,0.06452380952380952,1.1666666666666667,0.025,16.5,9.025,GA,Lung,Male,0.0,85.2,0.0,White,0.0
175,2015.0,1.3333333333333333,10.25,0.06452380952380952,1.1666666666666667,0.025,16.5,9.025,GA,Lung,Female,0.0,70.3,0.0,White,0.0
176,2015.0,1.3333333333333333,10.25,0.06452380952380952,1.1666666666666667,0.025,16.5,9.025,GA,Larynx,Female,2.2,0.0,0.0,White,0.0
177,2015.0,1.3333333333333333,10.25,0.06452380952380952,1.1666666666666667,0.025,16.5,9.025,GA,Lung,Female,0.0,34.6,0.0,Black or African American,0.0
